encounter_id,encounter_date,species_name,encounter_locality,encounter_adults,encounter_young,encounter_lat,encounter_lng,attractant_names,enctype_name,outcome_name,group_code
263178,2019-05-20 21:19:13,GRIZZLY BEAR,REVELSTOKE,1,0,50.9988889,-118.1958333,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
263161,2019-05-20 18:29:40,GRIZZLY BEAR,NELSON,1,0,49.4933334,-117.2958333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
263158,2019-05-20 16:51:38,GRIZZLY BEAR,HUDSONS HOPE,1,0,56.0879345,-122.0485371,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,DESTROYED BY COS,COS
263157,2019-05-20 16:40:13,GRIZZLY BEAR,REVELSTOKE,1,0,51.0090157,-118.2216861,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
263156,2019-05-20 16:17:37,GRIZZLY BEAR,MACKENZIE,1,0,55.3232287,-123.0827128,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
263126,2019-05-20 08:54:09,GRIZZLY BEAR,,1,0,53.913051,-122.7452849,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
263207,2019-05-20 08:30:00,GRIZZLY BEAR,SAYWARD,1,0,50.3788889,-125.9594444,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
263088,2019-05-19 17:08:01,GRIZZLY BEAR,CRANBROOK,1,0,49.4951816,-115.724561,NOT APPLICABLE,SIGHTINGS,OTHER,COS
263084,2019-05-19 16:28:00,GRIZZLY BEAR,VANDERHOOF,1,0,54.0175,-124.0075,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
263070,2019-05-19 13:09:09,GRIZZLY BEAR,LANGFORD,1,0,48.4480652,-123.4972559,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
263060,2019-05-19 10:56:09,GRIZZLY BEAR,MAPLE RIDGE,1,0,49.1913512,-122.5481396,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
263049,2019-05-19 08:55:30,GRIZZLY BEAR,NELSON,1,0,49.4933334,-117.2958333,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
263045,2019-05-19 08:28:05,GRIZZLY BEAR,CRANBROOK,1,0,49.5670584,-115.7958315,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
262986,2019-05-18 13:45:15,GRIZZLY BEAR,CAMPBELL RIVER,1,0,49.9784166,-125.2259018,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
262985,2019-05-18 13:43:18,GRIZZLY BEAR,HAGENSBORG,0,1,52.3831895,-126.5515993,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,GONE ON ARRIVAL,COS
263412,2019-05-18 11:40:00,GRIZZLY BEAR,FERNIE,1,0,49.5041667,-115.0627778,,SIGHTINGS,NOT SPECIFIED,COS
262942,2019-05-18 08:38:54,GRIZZLY BEAR,SUMMERLAND,1,0,49.5648311,-119.623621,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
262930,2019-05-18 06:06:41,GRIZZLY BEAR,RADIUM HOT SPRINGS,1,0,50.62,-116.0761111,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
262928,2019-05-18 05:57:18,GRIZZLY BEAR,RADIUM HOT SPRINGS,1,0,50.62,-116.0761111,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
263218,2019-05-17 22:39:00,GRIZZLY BEAR,RIVERS INLET,1,0,51.6831652,-127.251599,,INJURED/DISTRESSED,ADVICE PROVIDED,COS
262861,2019-05-17 19:58:25,GRIZZLY BEAR,KASLO,1,0,49.9105556,-116.905,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,GONE ON ARRIVAL,COS
262868,2019-05-17 16:27:47,GRIZZLY BEAR,MACKENZIE,1,0,55.3244445,-123.0927778,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
262911,2019-05-17 14:09:52,GRIZZLY BEAR,PRINCE GEORGE,1,2,54.0465026,-122.7514066,NOT APPLICABLE,OTHER,GONE ON ARRIVAL,COS
262913,2019-05-17 14:00:00,GRIZZLY BEAR,FERNIE,1,0,49.5041667,-115.0627778,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
263115,2019-05-16 22:00:00,GRIZZLY BEAR,CHRISTINA LAKE,1,0,49.04021477,-118.24853727,UNKNOWN,SIGHTINGS,,GENP
262753,2019-05-16 16:16:00,GRIZZLY BEAR,COLDSTREAM,1,0,50.2238889,-119.23,NOT APPLICABLE,SIGHTINGS,OTHER,COS
262751,2019-05-16 16:04:07,GRIZZLY BEAR,CRANBROOK,1,0,49.499302,-115.8132835,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
262747,2019-05-16 15:37:50,GRIZZLY BEAR,TRAIL,1,0,49.0944445,-117.7091667,NOT APPLICABLE,AGGRESSIVE,GONE ON ARRIVAL,COS
262665,2019-05-15 22:05:18,GRIZZLY BEAR,CAMPBELL RIVER,1,0,50.0230556,-125.2436111,NOT APPLICABLE,SIGHTINGS,OTHER,COS
262660,2019-05-15 21:06:50,GRIZZLY BEAR,KITIMAT,1,0,54.0533334,-128.6522222,NOT APPLICABLE,SIGHTINGS,OTHER,COS
262699,2019-05-15 20:00:00,GRIZZLY BEAR,CAMPBELL RIVER,1,0,50.0230556,-125.2436111,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
262612,2019-05-15 13:14:54,GRIZZLY BEAR,MOBERLY LAKE,1,2,55.8808352,-121.6277121,NOT APPLICABLE,ORPHANED,ADVICE PROVIDED,COS
262592,2019-05-15 10:18:36,GRIZZLY BEAR,WEST VANCOUVER,1,0,49.3340784,-123.1374314,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
262588,2019-05-15 09:00:00,GRIZZLY BEAR,CAMPBELL RIVER,1,0,50.0230556,-125.2436111,NOT APPLICABLE,SIGHTINGS,OTHER,COS
262536,2019-05-14 20:03:30,GRIZZLY BEAR,RADIUM HOT SPRINGS,0,1,50.62,-116.0761111,NOT APPLICABLE,INJURED/DISTRESSED,OTHER,COS
262403,2019-05-13 20:13:06,GRIZZLY BEAR,KIMBERLEY,1,0,49.685,-115.9816667,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
262709,2019-05-13 13:30:00,GRIZZLY BEAR,FERNIE,1,0,49.4902616,-115.0707677,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
262339,2019-05-13 09:43:50,GRIZZLY BEAR,FERNIE,1,2,49.5041667,-115.0627778,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
262323,2019-05-13 07:03:44,GRIZZLY BEAR,,1,0,53.913051,-122.7452849,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,TRAP SET - NO CAPTURE,COS
262310,2019-05-12 19:59:08,GRIZZLY BEAR,PEMBERTON,1,0,50.3117063,-122.7149823,BARBEQUE,SIGHTINGS,OTHER,COS
262295,2019-05-12 14:50:26,GRIZZLY BEAR,LAKELSE LAKE,1,0,54.3715463,-128.540837,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
262335,2019-05-12 09:00:00,GRIZZLY BEAR,CHILLIWACK,1,0,49.1665073,-121.9512847,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
268398,2019-05-12 08:39:00,GRIZZLY BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,,AGGRESSIVE,NOT SPECIFIED,COS
262260,2019-05-12 08:30:00,GRIZZLY BEAR,FERNIE,1,2,49.5041667,-115.0627778,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
262231,2019-05-11 14:12:00,GRIZZLY BEAR,FERNIE,1,0,49.5041667,-115.0627778,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
262179,2019-05-11 05:51:58,GRIZZLY BEAR,KITIMAT,1,0,54.0533334,-128.6522222,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
262182,2019-05-10 22:00:00,GRIZZLY BEAR,KIMBERLEY,1,0,49.685,-115.9816667,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
262135,2019-05-10 15:53:36,GRIZZLY BEAR,WINLAW,1,0,49.5877396,-117.6248605,LIVESTOCK,SIGHTINGS,NOT SPECIFIED,COS
262106,2019-05-10 11:29:01,GRIZZLY BEAR,TERRACE,1,0,54.4990568,-128.5436514,NOT APPLICABLE,SIGHTINGS,HAZED,COS
262101,2019-05-10 11:23:47,GRIZZLY BEAR,FERNIE,1,2,49.5041667,-115.0627778,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
262078,2019-05-10 09:14:59,GRIZZLY BEAR,NELSON,1,0,49.4933334,-117.2958333,NOT APPLICABLE,SIGHTINGS,OTHER,COS
262037,2019-05-09 19:30:00,GRIZZLY BEAR,MEADOW CREEK,1,0,50.2332717,-116.9844315,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
262011,2019-05-09 14:55:21,GRIZZLY BEAR,CHEYWYND,1,0,55.6746721,-121.5201125,NOT APPLICABLE,DEAD WILDLIFE,OTHER,COS
261965,2019-05-09 09:26:22,GRIZZLY BEAR,NELSON,1,0,49.4933334,-117.2958333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
262127,2019-05-09 00:00:00,GRIZZLY BEAR,CHETWYND,1,0,55.6958334,-121.6383333,LIVESTOCK,SIGHTINGS,GONE ON ARRIVAL,COS
262004,2019-05-08 20:00:00,GRIZZLY BEAR,NELSON,1,0,49.4406309,-117.2614333,"LIVESTOCK, LIVESTOCK FEED",SIGHTINGS,ADVICE PROVIDED,COS
261880,2019-05-08 18:43:55,GRIZZLY BEAR,FORT STEELE,1,0,49.6166389,-115.6343709,NOT APPLICABLE,DAMAGE TO PROPERTY,DESTROYED BY COS,COS
261930,2019-05-08 10:45:32,GRIZZLY BEAR,KIMBERLEY,1,0,49.6101715,-116.1713349,GARBAGE,SIGHTINGS,ADVICE PROVIDED,COS
261806,2019-05-07 19:41:58,GRIZZLY BEAR,KIMBERLEY,1,0,49.685,-115.9816667,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
263190,2019-05-06 16:44:35,GRIZZLY BEAR,NELSON,1,1,49.46453525,-117.2804075,,SIGHTINGS,,GENP
261656,2019-05-06 11:20:00,GRIZZLY BEAR,SQUAMISH,1,0,49.7268733,-123.159383,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
261584,2019-05-05 14:40:36,GRIZZLY BEAR,TERRACE,1,0,54.5163889,-128.5997222,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
261581,2019-05-05 14:34:20,GRIZZLY BEAR,NEW HAZELTON,1,0,55.2433334,-127.5869444,RESIDENTIAL - FRUIT TREES/BERRIES,SIGHTINGS,ADVICE PROVIDED,COS
261578,2019-05-05 13:36:59,GRIZZLY BEAR,CASTLEGAR,1,0,49.3244445,-117.6669444,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
261552,2019-05-05 08:17:13,GRIZZLY BEAR,KIMBERLY,1,0,49.685,-115.9816667,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
261520,2019-05-04 18:05:58,GRIZZLY BEAR,TRAIL,1,0,49.0944445,-117.7091667,GARBAGE,SIGHTINGS,ADVICE PROVIDED,COS
261519,2019-05-04 16:25:34,GRIZZLY BEAR,TERRACE,0,2,54.5163889,-128.5997222,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
261481,2019-05-04 08:31:24,GRIZZLY BEAR,TOMS LAKE,1,3,55.5787918,-120.1101409,LIVESTOCK,FOOD CONDITIONED,GONE ON ARRIVAL,COS
261456,2019-05-03 19:47:24,GRIZZLY BEAR,LAKELSE LAKE,0,2,54.3672844,-128.5440161,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
261431,2019-05-03 14:25:42,GRIZZLY BEAR,NELSON,1,0,49.4933334,-117.2958333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
261412,2019-05-03 11:39:23,GRIZZLY BEAR,SMITHERS,1,0,54.7791667,-127.1761111,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
261406,2019-05-03 11:08:06,GRIZZLY BEAR,TERRACE,1,0,54.5163889,-128.5997222,NOT APPLICABLE,AGGRESSIVE,ADVICE PROVIDED,COS
261644,2019-05-03 00:00:00,GRIZZLY BEAR,HUDSONS HOPE,2,0,56.0879345,-122.0485371,"LIVESTOCK, LIVESTOCK FEED",LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
261325,2019-05-01 23:45:00,GRIZZLY BEAR,PRINCE GEORGE,1,0,53.9761801,-122.5606864,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,NOT SPECIFIED,COS
261295,2019-05-01 21:30:00,GRIZZLY BEAR,JAFFRAY,1,0,49.3833011,-115.3010189,GARBAGE,SIGHTINGS,TRAP SET - NO CAPTURE,COS
261210,2019-04-30 18:41:27,GRIZZLY BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,LIVESTOCK,AGGRESSIVE,DESTROYED BY COS,COS
261216,2019-04-30 18:00:00,GRIZZLY BEAR,NELSON,2,0,49.4933334,-117.2958333,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
261174,2019-04-30 09:52:16,GRIZZLY BEAR,KASLO,1,0,49.9076962,-116.9428218,NOT APPLICABLE,AGGRESSIVE,TRAP SET - NO CAPTURE,COS
261132,2019-04-29 19:29:53,GRIZZLY BEAR,NELSON,1,0,49.4933334,-117.2958333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
261094,2019-04-29 11:31:12,GRIZZLY BEAR,FERNIE,1,0,49.5041667,-115.0627778,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
261092,2019-04-29 11:11:11,GRIZZLY BEAR,WONOWON,1,0,56.7332445,-121.801464,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
261091,2019-04-29 10:45:46,GRIZZLY BEAR,JAFFRAY,1,0,49.3683247,-115.2991743,GARBAGE,SIGHTINGS,ADVICE PROVIDED,COS
261074,2019-04-29 08:32:21,GRIZZLY BEAR,TERRACE,1,0,54.4546947,-128.4806895,NOT APPLICABLE,LIVESTOCK/PETS - KILLED/INJURED,ADVICE PROVIDED,COS
261072,2019-04-29 08:19:14,GRIZZLY BEAR,GALENA BAY,1,0,50.6337287,-117.8470942,NOT APPLICABLE,DAMAGE TO PROPERTY,TRAP SET - NO CAPTURE,COS
261067,2019-04-29 07:48:41,GRIZZLY BEAR,TERRACE,1,0,54.5163889,-128.5997222,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
261049,2019-04-28 20:14:22,GRIZZLY BEAR,JAFFRAY,1,0,49.3613031,-115.3011144,NOT APPLICABLE,SIGHTINGS,TRAP SET - NO CAPTURE,COS
261048,2019-04-28 20:10:41,GRIZZLY BEAR,JAFFRAY,1,0,49.3833011,-115.3010189,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
261042,2019-04-28 19:27:08,GRIZZLY BEAR,FORT STEELE,1,0,49.6166389,-115.6343709,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
260975,2019-04-26 20:03:23,GRIZZLY BEAR,PRINCE GEORGE,1,0,53.9026504,-122.5974414,LIVESTOCK,SIGHTINGS,ADVICE PROVIDED,COS
266467,2019-04-25 18:00:00,GRIZZLY BEAR,BELLA COOLA,1,0,52.3831831,-126.7516058,,AGGRESSIVE,ADVICE PROVIDED,COS
260900,2019-04-25 17:54:53,GRIZZLY BEAR,TERRACE,0,2,54.4474055,-128.5083837,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
260896,2019-04-25 16:04:16,GRIZZLY BEAR,HAGENBORG,1,0,52.4242866,-126.4274423,OTHER,SIGHTINGS,ADVICE PROVIDED,COS
260873,2019-04-25 12:10:33,GRIZZLY BEAR,HOUSTON,1,0,54.4495694,-126.5807678,NOT APPLICABLE,AGGRESSIVE,ADVICE PROVIDED,COS
261057,2019-04-25 00:00:00,GRIZZLY BEAR,SMITHERS,1,0,54.7791667,-127.1761111,,SIGHTINGS,NOT SPECIFIED,COS
260829,2019-04-24 19:25:32,GRIZZLY BEAR,TERRACE,0,2,54.5163889,-128.5997222,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
260811,2019-04-24 06:06:28,GRIZZLY BEAR,KIMBERLEY,1,0,49.685,-115.9816667,NOT APPLICABLE,LIVESTOCK/PETS - KILLED/INJURED,OTHER,COS
260722,2019-04-22 14:41:41,GRIZZLY BEAR,RADIUM HOT SPRINGS,1,0,50.62,-116.0761111,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
260655,2019-04-20 19:00:40,GRIZZLY BEAR,JAFFREY,1,0,49.3833011,-115.3010189,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
260614,2019-04-19 17:02:43,GRIZZLY BEAR,NELSON,1,0,49.4933334,-117.2958333,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
260569,2019-04-18 11:30:00,GRIZZLY BEAR,KITAMAT,1,0,54.0533334,-128.6522222,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
260490,2019-04-17 09:20:40,GRIZZLY BEAR,NELSON,1,0,49.4933334,-117.2958333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
260248,2019-04-12 10:44:14,GRIZZLY BEAR,SPARWOOD,1,0,49.8597031,-114.9095941,OTHER,SIGHTINGS,NOT SPECIFIED,COS
290636,2019-04-05 06:00:00,GRIZZLY BEAR,KITAMAAT VILLAGE (HAISLA NATION),1,0,54.0563477,-128.6702182,OTHER,DEAD WILDLIFE,DESTROYED BY OTHER,COS
259829,2019-03-28 00:00:00,GRIZZLY BEAR,TERRACE,1,0,54.5163889,-128.5997222,,AGGRESSIVE,ADVICE PROVIDED,COS
259646,2019-03-22 10:00:00,GRIZZLY BEAR,ATLIN,1,0,59.5663764,-133.7017906,OTHER,SIGHTINGS,NOT SPECIFIED,COS
257212,2019-01-17 11:56:10,GRIZZLY BEAR,FORT STEELE,1,0,49.6166389,-115.6343709,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
257566,2019-01-12 00:00:00,GRIZZLY BEAR,DEASE LAKE,1,0,58.4331298,-130.0259713,,SIGHTINGS,GONE ON ARRIVAL,COS
256706,2019-01-01 08:15:00,GRIZZLY BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
257564,2018-12-30 13:00:00,GRIZZLY BEAR,DEASE LAKE,1,0,58.4331298,-130.0259713,,SIGHTINGS,NOT SPECIFIED,COS
256398,2018-12-20 09:11:58,GRIZZLY BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
256355,2018-12-19 10:04:29,GRIZZLY BEAR,BRACKENDALE,1,0,49.8323665,-123.148638,OTHER,FOOD CONDITIONED,OTHER,COS
256089,2018-12-10 00:00:00,GRIZZLY BEAR,SMITHERS,1,0,54.7791667,-127.1761111,,SIGHTINGS,NOT SPECIFIED,COS
255849,2018-12-07 10:11:00,GRIZZLY BEAR,KINGCOME INLET,1,0,50.9498214,-126.2015151,,SIGHTINGS,ADVICE PROVIDED,COS
255817,2018-12-06 22:15:44,GRIZZLY BEAR,KITIMAT,1,0,54.0465341,-128.6630982,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
255813,2018-12-06 20:01:23,GRIZZLY BEAR,WILLIAMS LAKE,0,1,52.1291667,-122.14,NOT APPLICABLE,WILDLIFE IN TRAP,SHORT-DISTANCE RELOCATION,COS
255716,2018-12-05 11:19:46,GRIZZLY BEAR,,0,1,53.913051,-122.7452849,NOT APPLICABLE,SIGHTINGS,TRAP SET - NO CAPTURE,COS
255686,2018-12-04 12:33:08,GRIZZLY BEAR,NELSON,1,0,49.4933334,-117.2958333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
255682,2018-12-04 11:00:00,GRIZZLY BEAR,BELLA COOLA,1,0,52.3831831,-126.7516058,FREEZER,DAMAGE TO PROPERTY,ADVICE PROVIDED,COS
255624,2018-12-02 04:00:00,GRIZZLY BEAR,SQUAMISH,1,0,49.7341696,-123.1409867,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
255360,2018-11-28 22:24:02,GRIZZLY BEAR,CASTLEGAR,1,0,49.3244445,-117.6669444,PETS,LIVESTOCK/PETS - KILLED/INJURED,NOT SPECIFIED,COS
255339,2018-11-28 15:08:05,GRIZZLY BEAR,HARROP/LONGBEACH,1,0,49.6131193,-117.0551652,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
255231,2018-11-27 09:01:37,GRIZZLY BEAR,VERNON,1,0,50.3250609,-119.2387011,NOT APPLICABLE,SIGHTINGS,OTHER,COS
255031,2018-11-23 10:10:18,GRIZZLY BEAR,SQUAMISH,1,0,49.830927,-123.1521072,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
255043,2018-11-23 02:00:00,GRIZZLY BEAR,BELLA COOLA,1,0,52.3831831,-126.7516058,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,ADVICE PROVIDED,COS
255001,2018-11-22 20:00:19,GRIZZLY BEAR,HAGENSBORG,1,0,52.3831895,-126.5515993,NOT APPLICABLE,SIGHTINGS,HAZED,COS
254958,2018-11-22 09:54:05,GRIZZLY BEAR,HAGENSBORG,1,0,52.3831895,-126.5515993,"COMMERCIAL - VINEYARDS/ORCHARD, FREEZER",DAMAGE TO PROPERTY,ADVICE PROVIDED,COS
254948,2018-11-22 08:38:49,GRIZZLY BEAR,HAGENSBORG,1,0,52.3867673,-126.536475,NOT APPLICABLE,WILDLIFE IN TRAP,SHORT-DISTANCE RELOCATION,COS
254939,2018-11-22 08:12:49,GRIZZLY BEAR,HAGENSBORG,4,0,52.3831895,-126.5515993,GARBAGE,FOOD CONDITIONED,HAZED,COS
254836,2018-11-20 19:42:13,GRIZZLY BEAR,KITAMAT,3,0,54.0533334,-128.6522222,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
254833,2018-11-20 18:50:15,GRIZZLY BEAR,KITAMAT,1,0,54.0533334,-128.6522222,RESIDENTIAL - FRUIT TREES/BERRIES,SIGHTINGS,ADVICE PROVIDED,COS
254766,2018-11-20 10:18:55,GRIZZLY BEAR,ISKUT,1,0,57.8375,-129.9875,,DEAD WILDLIFE,NOT SPECIFIED,COS
254712,2018-11-19 13:45:57,GRIZZLY BEAR,,1,0,53.913051,-122.7452849,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,NOT SPECIFIED,COS
254755,2018-11-19 08:16:24,GRIZZLY BEAR,HAGENSBORG,1,0,52.3831895,-126.5515993,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,HAZED,COS
254567,2018-11-16 23:30:00,GRIZZLY BEAR,DUNSTER,1,0,53.1260933,-119.8011645,LIVESTOCK,SIGHTINGS,OTHER,COS
254531,2018-11-16 14:19:45,GRIZZLY BEAR,OWEEKENO,1,0,51.6803877,-127.2265973,"GARBAGE, PETS",SIGHTINGS,NOT SPECIFIED,COS
254483,2018-11-15 19:25:33,GRIZZLY BEAR,NELSON,1,0,49.4805636,-117.30552,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
254460,2018-11-15 12:23:37,GRIZZLY BEAR,FORT NELSON,1,0,58.8055556,-122.6972222,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
254463,2018-11-15 12:09:30,GRIZZLY BEAR,SMITHERS,1,0,54.7791667,-127.1761111,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
254346,2018-11-14 06:49:29,GRIZZLY BEAR,BELLA COOLA,1,0,52.3831831,-126.7516058,GARBAGE,FOOD CONDITIONED,GONE ON ARRIVAL,COS
254288,2018-11-13 11:07:47,GRIZZLY BEAR,JAFFRAY,1,0,49.3871336,-115.2967125,NOT APPLICABLE,DEAD WILDLIFE,ADVICE PROVIDED,COS
254165,2018-11-11 13:28:27,GRIZZLY BEAR,BELLA COOLA,1,0,52.3831831,-126.7516058,LIVESTOCK,AGGRESSIVE,GONE ON ARRIVAL,COS
254134,2018-11-10 23:21:01,GRIZZLY BEAR,BELLA COOLA,1,0,52.3831831,-126.7516058,RESIDENTIAL - FRUIT TREES/BERRIES,SIGHTINGS,HAZED,COS
254029,2018-11-09 08:27:09,GRIZZLY BEAR,BELLA COOLA,1,0,52.3831831,-126.7516058,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
254063,2018-11-08 16:30:00,GRIZZLY BEAR,HAGENSBORG,1,0,52.3831895,-126.5515993,NOT APPLICABLE,OTHER,ADVICE PROVIDED,COS
253986,2018-11-08 15:20:59,GRIZZLY BEAR,NEW HAZELTON,1,0,55.2433334,-127.5869444,"COMPOST, GARBAGE",SIGHTINGS,NOT SPECIFIED,COS
253947,2018-11-08 10:20:24,GRIZZLY BEAR,HAGENSBORG,1,0,52.3830616,-126.5922541,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
253945,2018-11-08 03:00:00,GRIZZLY BEAR,BELLA COOLA,5,3,52.3831831,-126.7516058,FREEZER,SIGHTINGS,ADVICE PROVIDED,COS
253966,2018-11-08 00:01:00,GRIZZLY BEAR,NEW HAZELTON,1,0,55.2591983,-127.59719,GARBAGE,SIGHTINGS,NOT SPECIFIED,COS
253904,2018-11-07 15:25:58,GRIZZLY BEAR,HAGENSBORG,1,0,52.3831895,-126.5515993,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
253914,2018-11-07 15:00:00,GRIZZLY BEAR,HAGENSBORG,1,0,52.3917777,-126.54668,NOT APPLICABLE,SIGHTINGS,OTHER,COS
253898,2018-11-07 14:22:05,GRIZZLY BEAR,BELLA COOLA,1,0,52.3831831,-126.7516058,NOT APPLICABLE,AGGRESSIVE,TRAP SET - NO CAPTURE,COS
253839,2018-11-06 14:00:00,GRIZZLY BEAR,HAGENSBORG,1,0,52.387468,-126.5458452,NOT APPLICABLE,SIGHTINGS,HAZED,COS
253804,2018-11-06 11:51:02,GRIZZLY BEAR,HAGENSBORG,1,0,52.3871638,-126.5399389,NOT APPLICABLE,SIGHTINGS,HAZED,COS
253795,2018-11-06 10:22:53,GRIZZLY BEAR,BIG WHITE,1,0,49.7213889,-118.9277778,NOT APPLICABLE,SIGHTINGS,GONE ON ARRIVAL,COS
253781,2018-11-06 09:02:36,GRIZZLY BEAR,REVELSTOKE,1,0,50.9782461,-118.1760651,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
253782,2018-11-06 08:55:40,GRIZZLY BEAR,NEW HAZELTON,1,0,55.2433334,-127.5869444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
253722,2018-11-05 20:13:56,GRIZZLY BEAR,KITIMAT,1,0,54.0533334,-128.6522222,NOT APPLICABLE,SIGHTINGS,OTHER,COS
253672,2018-11-05 09:33:29,GRIZZLY BEAR,BELLA COOLA,1,0,52.3831831,-126.7516058,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
253604,2018-11-04 08:52:26,GRIZZLY BEAR,SALMON ARM,1,0,50.6463663,-119.1713661,LIVESTOCK,SIGHTINGS,NOT SPECIFIED,COS
